category,brand,model,variant,width_cm,length_cm,height_cm,weight_kg,fragile,package_type,hazard_class,extra_package,extra_width_cm,extra_length_cm,extra_price_usd,extra_type,product_id,customer_id,basket_id,quantity,is_2d_only,height_cm_filled,volume_cm3,volume_to_weight_ratio,fragile_flag,requires_special_handling,extra_volume_cm3,shape_flag
Shoes,Nike,Court Vision, Black 38,33.2,19.3,"13,5",1.186,False,rigid_box,Aerosol-2,False,0.0,0.0,,,6429,1044,3094,2,False,13.5,8650.260000000002,7293.64249578415,False,True,0.0,rigid_box
Textile,SoftWear,Basic T-Shirt M, 41,29.0,21.3,"3,2",0.427,False,plastic_box,Aerosol-2,True,31.5,24.6,"16,59",double_carton,6430,1334,4682,3,False,3.2,1976.6400000000003,4629.133489461359,False,True,2479.6800000000003,plastic_box
Toy,ToyLand,Remote Control Car,,23.4,13.5,"19,5",0.579,False,glass_jar,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6431,1019,3974,1,False,19.5,6160.049999999999,10639.119170984455,False,True,0.0,glass_jar
Shoes,Nike,Revolution, Navy 39,29.4,16.7,"13,4",0.73,False,poly_bag,Corrosive-8,False,0.0,0.0,,,6432,1447,3745,3,False,13.4,6579.132,9012.509589041096,False,True,0.0,poly_bag
Cosmetics,Lumine,Night Cream 50ml,,14.2,11.7,"10,9",0.456,False,kraft_envelope,,False,0.0,0.0,,,6433,1220,4487,1,False,10.9,1810.926,3971.328947368421,False,False,0.0,kraft_envelope
Food Jar,Anadolu,Tahini 500g,,11.3,12.5,"18,7",1.508,True,rigid_box,Compressed_Gas-2,True,14.4,15.6,"7,97",foam_protector,6434,1122,3360,3,False,18.7,2641.375,1751.5749336870026,True,True,4200.768,rigid_box
Toy,ToyLand,Remote Control Car,,22.0,19.2,"14,7",1.017,False,plastic_box,Compressed_Gas-2,False,0.0,0.0,,,6435,1233,3213,2,False,14.7,6209.28,6105.486725663717,False,True,0.0,plastic_box
Toy,ToyLand,Wooden Block Set 60 pcs,,23.6,26.7,"19,8",1.028,False,kraft_envelope,Compressed_Gas-2,True,27.3,28.7,"17,5",bubble_wrap,6436,1220,4491,2,False,19.8,12476.376,12136.55252918288,False,True,15513.498,kraft_envelope
Food Jar,Anadolu,Pine Honey 1kg,,12.1,12.0,"14,7",1.575,True,kraft_envelope,Flammable_Liquid-3,True,16.0,15.9,"9,74",air_cushion,6437,1322,3827,1,False,14.7,2134.4399999999996,1355.1999999999998,True,True,3739.68,kraft_envelope
Phone,Samsung,Galaxy S23, 128GB Graphite,17.1,7.9,"6,9",0.177,True,cardboard_box,Compressed_Gas-2,False,0.0,0.0,,,6438,1338,4447,3,False,6.9,932.1210000000001,5266.220338983052,True,True,0.0,cardboard_box
Book,Classic,Les Miserables,,25.0,15.2,"2,9",0.463,False,poly_bag,Aerosol-2,True,27.7,18.3,"13,91",foam_protector,6439,1002,4754,1,False,2.9,1102.0,2380.1295896328293,False,True,1470.039,poly_bag
Book,Classic,The Metamorphosis,,26.4,15.7,"1,7",0.856,True,plastic_box,Flammable_Liquid-3,True,28.9,17.8,"12,22",foam_protector,6440,1181,4545,2,False,1.7,704.6159999999999,823.1495327102803,True,True,874.5139999999999,plastic_box
Laptop,Lenovo,IdeaPad 3,,37.9,27.6,"2,7",1.339,True,cardboard_box,Compressed_Gas-2,True,42.2,28.7,"22,67",air_cushion,6441,1205,2465,1,False,2.7,2824.308,2109.2666168782675,True,True,3270.0780000000004,cardboard_box
Phone,Samsung,Galaxy S24, 256GB Blue,17.3,8.5,"5,2",0.698,False,rigid_box,Aerosol-2,False,0.0,0.0,,,6442,1319,2335,2,False,5.2,764.6600000000001,1095.5014326647567,False,True,0.0,rigid_box
Textile,SoftWear,Basic T-Shirt M,,25.3,24.1,"6,7",0.624,False,kraft_envelope,Corrosive-8,False,0.0,0.0,,,6443,1039,4789,1,False,6.7,4085.1910000000003,6546.780448717949,False,True,0.0,kraft_envelope
Textile,SoftWear,Hoodie L, Red,28.4,21.8,"6,0",0.488,False,kraft_envelope,Corrosive-8,True,32.4,24.6,"17,09",bubble_wrap,6444,1058,2246,3,False,6.0,3714.7200000000003,7612.131147540984,False,True,4782.24,kraft_envelope
Textile,SoftWear,Hoodie L, Black 39,18.9,23.0,"6,1",0.687,False,cardboard_box,Corrosive-8,True,21.4,26.6,"13,04",bubble_wrap,6445,1438,3342,2,False,6.1,2651.6699999999996,3859.7816593886455,False,True,3472.364,cardboard_box
Textile,SoftWear,Hoodie L,,22.3,23.0,"9,1",0.394,False,cardboard_box,Corrosive-8,True,24.0,26.7,"15,12",bubble_wrap,6446,1061,2863,1,False,9.1,4667.389999999999,11846.167512690354,False,True,5831.28,cardboard_box
Book,Classic,Les Miserables,,27.1,20.4,"1,5",0.987,False,plastic_box,Corrosive-8,False,0.0,0.0,,,6447,1131,4522,2,False,1.5,829.26,840.1823708206687,False,True,0.0,plastic_box
Book,Classic,The Metamorphosis,,20.0,13.6,"3,4",0.929,False,cardboard_box,Flammable_Liquid-3,False,0.0,0.0,,,6448,1059,3561,3,False,3.4,924.8,995.4790096878363,False,True,0.0,cardboard_box
Textile,SoftWear,Jeans 32x32, White 38,28.1,21.9,"6,9",0.375,False,cardboard_box,Flammable_Liquid-3,True,31.3,24.6,"17,59",double_carton,6449,1371,3381,2,False,6.9,4246.191,11323.176,False,True,5312.862,cardboard_box
Shoes,Adidas,Superstar, 43,31.1,22.4,"13,7",1.072,False,kraft_envelope,Compressed_Gas-2,True,34.0,24.4,"17,62",air_cushion,6450,1330,2069,3,False,13.7,9543.967999999999,8902.955223880595,False,True,11365.519999999999,kraft_envelope
Toy,ToyLand,Wooden Block Set 60 pcs,,15.0,20.7,"22,6",0.492,True,plastic_box,Compressed_Gas-2,True,16.7,24.5,"12,16",foam_protector,6451,1121,2051,2,False,22.6,7017.3,14262.80487804878,True,True,9246.79,plastic_box
Book,Classic,Les Miserables,,23.5,16.4,"3,2",0.467,False,kraft_envelope,Compressed_Gas-2,True,26.9,19.5,"12,37",double_carton,6452,1478,4984,3,False,3.2,1233.28,2640.8565310492504,False,True,1678.56,kraft_envelope
Phone,Samsung,Galaxy S22,,19.1,8.1,"4,1",0.385,False,metal_box,Flammable_Liquid-3,False,0.0,0.0,,,6453,1106,2026,2,False,4.1,634.3109999999999,1647.5610389610388,False,True,0.0,metal_box
Cosmetics,Lumine,Hyaluronic Acid Serum 30ml,,10.1,11.3,"5,7",0.391,False,kraft_envelope,Aerosol-2,True,14.8,13.0,"7,39",corner_guard,6454,1095,3015,3,False,5.7,650.541,1663.7877237851662,False,True,1096.68,kraft_envelope
Shoes,Nike,Court Vision, Navy,35.2,21.8,"12,8",1.08,False,cardboard_box,,True,38.8,24.0,"18,92",corner_guard,6455,1346,4690,1,False,12.8,9822.208000000002,9094.637037037039,False,True,11919.36,cardboard_box
Shoes,Adidas,Ultraboost, Navy 38,35.1,21.6,"11,4",1.025,False,rigid_box,,False,0.0,0.0,,,6456,1413,2147,1,False,11.4,8643.024000000001,8432.218536585367,False,False,0.0,rigid_box
Toy,ToyLand,Remote Control Car,,16.4,24.9,"17,8",1.285,False,cardboard_box,UN3481-Lithium_Ion_Battery,True,18.3,29.5,"13,56",bubble_wrap,6457,1234,4494,2,False,17.8,7268.807999999999,5656.659922178988,False,True,9609.33,cardboard_box
Appliance,Philips,Kettle,,35.1,23.4,"9,1",1.464,True,rigid_box,Compressed_Gas-2,True,36.9,25.6,"19,91",corner_guard,6458,1385,2160,3,False,9.1,7474.194,5105.323770491804,True,True,8596.224,rigid_box
Appliance,Philips,Handheld Vacuum,,32.9,23.6,"6,4",0.427,False,plastic_box,Aerosol-2,True,36.2,25.6,"18,4",air_cushion,6459,1061,2865,1,False,6.4,4969.216,11637.508196721312,False,True,5931.008000000002,plastic_box
Cosmetics,Lumine,Day Cream 50ml,,9.8,11.9,"7,0",0.262,True,metal_box,Compressed_Gas-2,True,13.2,13.6,"7,28",foam_protector,6460,1255,3824,2,False,7.0,816.3400000000001,3115.801526717558,True,True,1256.6399999999999,metal_box
Textile,SoftWear,Jeans 32x32, Red,24.9,20.5,"5,1",0.686,False,glass_jar,Aerosol-2,False,0.0,0.0,,,6461,1048,2239,1,False,5.1,2603.2949999999996,3794.890670553935,False,True,0.0,glass_jar
Book,Classic,Madonna in a Fur Coat,,26.8,20.0,"4,0",0.747,False,glass_jar,Flammable_Liquid-3,False,0.0,0.0,,,6462,1392,2965,3,False,4.0,2144.0,2870.1472556894246,False,True,0.0,glass_jar
Book,Classic,Crime and Punishment,,22.2,15.9,"3,3",0.127,False,poly_bag,Aerosol-2,True,27.2,17.4,"11,6",air_cushion,6463,1347,3135,2,False,3.3,1164.834,9171.92125984252,False,True,1561.8239999999998,poly_bag
Phone,Apple,iPhone 14, 512GB Starlight,14.7,9.4,"4,7",0.587,True,glass_jar,Corrosive-8,True,17.5,13.2,"9,19",double_carton,6464,1158,4860,3,False,4.7,649.446,1106.381601362862,True,True,1085.7,glass_jar
Food Jar,Anadolu,Tahini 500g,,11.7,12.0,"18,4",1.21,True,poly_bag,Compressed_Gas-2,True,15.1,15.5,"8,37",foam_protector,6465,1123,3417,3,False,18.4,2583.359999999999,2135.008264462809,True,True,4306.5199999999995,poly_bag
Appliance,Philips,Air Fryer XL,,33.6,25.0,"8,6",2.489,False,plastic_box,,False,0.0,0.0,,,6466,1481,4698,3,False,8.6,7224.0,2902.3704298915227,False,False,0.0,plastic_box
Textile,SoftWear,Basic T-Shirt M, Red,26.5,22.6,"7,5",0.563,False,poly_bag,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6467,1316,3758,1,False,7.5,4491.750000000001,7978.241563055065,False,True,0.0,poly_bag
Appliance,Philips,Kettle,,30.7,30.4,"8,1",1.687,False,kraft_envelope,Flammable_Liquid-3,True,33.2,34.3,"21,58",bubble_wrap,6468,1206,2973,2,False,8.1,7559.567999999999,4481.071724955542,False,True,9223.956,kraft_envelope
Appliance,Philips,Air Fryer XL,,39.9,21.0,"9,5",1.682,False,kraft_envelope,Aerosol-2,False,0.0,0.0,,,6469,1047,2854,3,False,9.5,7960.05,4732.491082045184,False,True,0.0,kraft_envelope
Laptop,Lenovo,IdeaPad 3, 256GB Midnight,39.3,21.1,"3,7",1.327,False,plastic_box,Flammable_Liquid-3,True,41.7,25.6,"20,9",corner_guard,6470,1408,3943,1,False,3.7,3068.1510000000003,2312.0957045968353,False,True,3949.824000000001,plastic_box
Home Decor,HomeArt,Candle Set of 3,,20.2,24.3,"25,5",1.573,False,metal_box,Aerosol-2,True,23.1,27.5,"15,18",foam_protector,6471,1419,2480,3,False,25.5,12516.93,7957.361729179911,False,True,16198.875,metal_box
Food Jar,Anadolu,Tahini 500g,,12.7,11.9,"19,3",1.168,False,cardboard_box,Flammable_Liquid-3,False,0.0,0.0,,,6472,1135,2736,1,False,19.3,2916.809,2497.267979452055,False,True,0.0,cardboard_box
Book,Classic,The Metamorphosis,,22.4,18.3,"2,8",0.645,False,rigid_box,UN3481-Lithium_Ion_Battery,True,23.4,20.7,"12,62",foam_protector,6473,1200,2824,2,False,2.8,1147.776,1779.4976744186047,False,True,1356.2639999999997,rigid_box
Laptop,Lenovo,ThinkBook 14, 128GB Blue,33.4,23.6,"1,6",1.341,False,metal_box,UN3481-Lithium_Ion_Battery,True,36.4,26.8,"20,63",air_cushion,6474,1249,4259,2,False,1.6,1261.1840000000002,940.4802386278898,False,True,1560.832,metal_box
Toy,ToyLand,Plush Bear 50cm,,23.4,17.4,"20,6",0.495,False,poly_bag,Corrosive-8,True,25.6,19.5,"13,08",stretch_film,6475,1313,2204,2,False,20.6,8387.496,16944.436363636363,False,True,10283.520000000002,poly_bag
Laptop,Lenovo,IdeaPad 3,,29.6,20.8,"3,9",1.861,False,poly_bag,Corrosive-8,True,33.2,24.0,"16,45",double_carton,6476,1356,4245,2,False,3.9,2401.152,1290.2482536270822,False,True,3107.52,poly_bag
Shoes,Nike,Air Zoom Pegasus, Navy 39,27.9,22.6,"12,9",0.631,False,rigid_box,Aerosol-2,True,30.3,24.8,"16,44",foam_protector,6477,1367,4434,3,False,12.9,8133.965999999999,12890.595879556258,False,True,9693.576000000001,rigid_box
Book,Classic,Les Miserables,,27.2,13.0,"4,5",0.791,False,kraft_envelope,Compressed_Gas-2,True,29.7,16.9,"13,33",foam_protector,6478,1428,4915,1,False,4.5,1591.1999999999998,2011.630847029077,False,True,2258.685,kraft_envelope
Appliance,Philips,Kettle,,33.5,27.4,"9,5",2.422,False,rigid_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6479,1317,3204,2,False,9.5,8720.05,3600.350949628406,False,True,0.0,rigid_box
Phone,Samsung,Galaxy A34, 256GB Starlight,18.0,9.3,"5,0",0.491,True,kraft_envelope,Compressed_Gas-2,True,21.4,11.9,"8,32",stretch_film,6480,1294,3258,3,False,5.0,837.0,1704.684317718941,True,True,1273.3,kraft_envelope
Textile,SoftWear,Jeans 32x32, White,24.5,16.2,"4,5",0.695,False,kraft_envelope,Flammable_Liquid-3,True,26.9,20.1,"13,13",corner_guard,6481,1479,4056,2,False,4.5,1786.05,2569.856115107914,False,True,2433.1050000000005,kraft_envelope
Textile,SoftWear,Basic T-Shirt M, 42,27.8,22.8,"4,2",0.454,False,metal_box,Aerosol-2,False,0.0,0.0,,,6482,1313,2200,2,False,4.2,2662.128,5863.718061674009,False,True,0.0,metal_box
Textile,SoftWear,Polar Jacket L,,23.8,16.7,"6,0",0.376,False,rigid_box,Corrosive-8,False,0.0,0.0,,,6483,1499,3550,2,False,6.0,2384.7599999999998,6342.446808510637,False,True,0.0,rigid_box
Food Jar,Anadolu,Hazelnut Paste 320g,,11.8,10.4,"17,2",0.518,False,kraft_envelope,Flammable_Liquid-3,True,14.8,12.7,"7,95",stretch_film,6484,1208,4952,1,False,17.2,2110.784,4074.872586872587,False,True,3232.912,kraft_envelope
Phone,Apple,iPhone 13,,19.5,5.0,"6,2",0.482,False,kraft_envelope,Compressed_Gas-2,True,22.3,6.7,"6,87",corner_guard,6485,1354,3934,1,False,6.2,604.5,1254.1493775933611,False,True,926.342,kraft_envelope
Textile,SoftWear,Basic T-Shirt M, Red,19.7,18.6,"7,8",0.528,True,rigid_box,Corrosive-8,True,21.5,21.1,"13,8",foam_protector,6486,1484,2341,1,False,7.8,2858.076,5413.022727272727,True,True,3538.4700000000003,rigid_box
Cosmetics,Lumine,Night Cream 50ml,,7.2,14.7,"11,9",0.381,False,glass_jar,Flammable_Liquid-3,False,0.0,0.0,,,6487,1210,4905,2,False,11.9,1259.496,3305.763779527559,False,True,0.0,glass_jar
Laptop,Dell,Inspiron 14,,36.8,24.0,"3,0",1.495,False,metal_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6488,1191,2163,3,False,3.0,2649.6,1772.3076923076922,False,True,0.0,metal_box
Phone,Apple,iPhone 14, 128GB Starlight,13.8,8.1,"6,4",0.297,False,rigid_box,,False,0.0,0.0,,,6489,1043,2564,3,False,6.4,715.392,2408.727272727273,False,False,0.0,rigid_box
Toy,ToyLand,Wooden Block Set 60 pcs,,27.3,19.2,"17,2",1.042,False,cardboard_box,Flammable_Liquid-3,False,0.0,0.0,,,6490,1028,3038,3,False,17.2,9015.552,8652.161228406909,False,True,0.0,cardboard_box
Toy,ToyLand,Remote Control Car,,25.2,25.8,"22,3",0.796,False,rigid_box,Corrosive-8,True,28.8,29.0,"17,39",double_carton,6491,1058,2249,2,False,22.3,14498.568,18214.281407035174,False,True,18624.960000000003,rigid_box
Shoes,Nike,Court Vision, Navy,31.5,19.4,"13,3",1.288,False,kraft_envelope,Flammable_Liquid-3,False,0.0,0.0,,,6492,1070,5029,1,False,13.3,8127.629999999999,6310.271739130434,False,True,0.0,kraft_envelope
Cosmetics,Lumine,Night Cream 50ml,,11.8,9.8,"7,5",0.253,False,poly_bag,,True,14.2,12.1,"7,08",bubble_wrap,6493,1091,2421,3,False,7.5,867.3000000000001,3428.0632411067195,False,True,1288.6499999999999,poly_bag
Toy,ToyLand,Wooden Block Set 60 pcs,,27.1,19.8,"18,3",0.935,False,plastic_box,Corrosive-8,True,29.0,23.5,"14,72",foam_protector,6494,1264,2396,2,False,18.3,9819.414,10502.04705882353,False,True,12471.45,plastic_box
Cosmetics,Lumine,Vitamin C Serum 30ml,,13.5,8.9,"10,0",0.408,False,cardboard_box,Flammable_Liquid-3,False,0.0,0.0,,,6495,1382,4552,2,False,10.0,1201.5,2944.8529411764707,False,True,0.0,cardboard_box
Textile,SoftWear,Hoodie L, 37,25.3,25.5,"6,9",0.542,False,metal_box,Flammable_Liquid-3,True,26.3,28.6,"15,86",air_cushion,6496,1219,3287,3,False,6.9,4451.535,8213.164206642066,False,True,5190.042,metal_box
Appliance,Philips,Handheld Vacuum,,37.8,25.5,"6,6",1.549,True,plastic_box,UN3481-Lithium_Ion_Battery,True,40.1,27.5,"21,69",air_cushion,6497,1389,2492,3,False,6.6,6361.74,4106.998063266624,True,True,7278.15,plastic_box
Phone,Samsung,Galaxy S23,,15.4,7.1,"5,3",0.574,True,poly_bag,Aerosol-2,True,19.1,10.5,"8,44",foam_protector,6498,1412,4368,2,False,5.3,579.502,1009.5853658536586,True,True,1062.915,poly_bag
Food Jar,Anadolu,Flower Honey 850g,,11.5,12.1,"14,6",1.016,False,metal_box,Corrosive-8,False,0.0,0.0,,,6499,1441,3252,3,False,14.6,2031.5900000000001,1999.5964566929135,False,True,0.0,metal_box
Textile,SoftWear,Jeans 32x32, Navy 36,33.6,23.3,"2,9",0.358,False,kraft_envelope,Aerosol-2,False,0.0,0.0,,,6500,1400,3366,2,False,2.9,2270.3520000000003,6341.765363128493,False,True,0.0,kraft_envelope
Appliance,Philips,Handheld Vacuum,,34.6,27.0,"7,6",2.546,False,plastic_box,Compressed_Gas-2,False,0.0,0.0,,,6501,1399,3993,3,False,7.6,7099.92,2788.6567164179105,False,True,0.0,plastic_box
Textile,SoftWear,Hoodie L, Navy,31.1,23.8,"4,2",0.4,False,plastic_box,Compressed_Gas-2,False,0.0,0.0,,,6502,1214,2062,1,False,4.2,3108.7560000000003,7771.89,False,True,0.0,plastic_box
Book,Classic,Crime and Punishment,,27.2,16.4,"3,4",0.778,False,cardboard_box,Compressed_Gas-2,False,0.0,0.0,,,6503,1478,4985,2,False,3.4,1516.6719999999998,1949.4498714652952,False,True,0.0,cardboard_box
Phone,Apple,iPhone 14,,19.2,6.3,"5,4",0.358,True,poly_bag,Compressed_Gas-2,False,0.0,0.0,,,6504,1386,3263,1,False,5.4,653.184,1824.536312849162,True,True,0.0,poly_bag
Phone,Apple,iPhone 13,,16.1,8.7,"4,1",0.479,True,rigid_box,Compressed_Gas-2,True,19.5,13.6,"8,48",foam_protector,6505,1276,2183,3,False,4.1,574.2869999999999,1198.929018789144,True,True,1087.32,rigid_box
Phone,Apple,iPhone 14, 256GB Silver,16.5,8.6,"6,2",0.259,False,cardboard_box,Aerosol-2,True,20.9,11.5,"8,11",corner_guard,6506,1063,4966,2,False,6.2,879.7800000000001,3396.833976833977,False,True,1490.17,cardboard_box
Toy,ToyLand,Wooden Block Set 60 pcs,,26.8,7.9,"16,9",0.597,False,glass_jar,Aerosol-2,True,29.2,12.4,"9,93",air_cushion,6507,1345,2400,3,False,16.9,3578.068,5993.413735343384,False,True,6119.151999999999,glass_jar
Cosmetics,Lumine,Vitamin C Serum 30ml,,11.0,11.8,"12,5",0.382,True,cardboard_box,Corrosive-8,True,12.6,13.8,"8,87",double_carton,6508,1291,4531,2,False,12.5,1622.5000000000002,4247.38219895288,True,True,2173.5,cardboard_box
Textile,SoftWear,Jeans 32x32, 36,28.6,23.4,"5,7",0.522,False,metal_box,Aerosol-2,False,0.0,0.0,,,6509,1489,2807,3,False,5.7,3814.668,7307.793103448276,False,True,0.0,metal_box
Phone,Apple,iPhone 15 Plus,,12.3,9.1,"5,9",0.481,False,plastic_box,Flammable_Liquid-3,True,14.7,12.7,"8,59",stretch_film,6510,1484,2340,1,False,5.9,660.3870000000001,1372.945945945946,False,True,1101.4709999999998,plastic_box
Textile,SoftWear,Hoodie L, Black 38,33.6,17.8,"7,1",0.612,False,metal_box,Corrosive-8,False,0.0,0.0,,,6511,1244,4994,1,False,7.1,4246.368,6938.509803921569,False,True,0.0,metal_box
Phone,Samsung,Galaxy A34,,15.3,7.9,"4,3",0.407,True,kraft_envelope,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6512,1469,3390,3,False,4.3,519.741,1277.004914004914,True,True,0.0,kraft_envelope
Cosmetics,Lumine,Hyaluronic Acid Serum 30ml,,11.6,16.5,"13,7",0.517,False,poly_bag,Aerosol-2,False,0.0,0.0,,,6513,1061,2863,1,False,13.7,2622.18,5071.91489361702,False,True,0.0,poly_bag
Food Jar,Anadolu,Tahini 500g,,11.6,9.3,"16,2",1.265,True,plastic_box,UN3481-Lithium_Ion_Battery,True,14.1,12.9,"7,23",bubble_wrap,6514,1425,4992,1,False,16.2,1747.6560000000002,1381.5462450592888,True,True,2946.6179999999995,plastic_box
Textile,SoftWear,Polar Jacket L,,33.4,21.2,"6,5",0.385,False,poly_bag,Flammable_Liquid-3,True,36.8,24.5,"18,91",foam_protector,6515,1331,4865,3,False,6.5,4602.5199999999995,11954.597402597401,False,True,5860.4,poly_bag
Shoes,Adidas,Duramo, 37,26.6,20.6,"12,4",1.244,False,cardboard_box,Corrosive-8,True,29.0,24.5,"16,66",air_cushion,6516,1169,2254,2,False,12.4,6794.704000000001,5461.980707395499,False,True,8810.2,cardboard_box
Home Decor,HomeArt,Glass Vase Medium,,26.8,33.0,"17,3",0.05,False,poly_bag,Aerosol-2,True,29.9,35.1,"20,3",bubble_wrap,6517,1444,3651,3,False,17.3,15300.12,306002.4,False,True,18156.177,poly_bag
Toy,ToyLand,Remote Control Car,,31.5,25.1,"16,4",0.86,False,poly_bag,UN3481-Lithium_Ion_Battery,True,33.8,28.8,"19,25",double_carton,6518,1268,4081,2,False,16.4,12966.66,15077.511627906977,False,True,15964.415999999997,poly_bag
Laptop,Dell,XPS 13,,34.1,24.4,"2,5",1.494,False,metal_box,UN3481-Lithium_Ion_Battery,True,37.1,27.2,"21,11",stretch_film,6519,1266,3504,1,False,2.5,2080.1,1392.3025435073628,False,True,2522.8,metal_box
Shoes,Nike,Court Vision, 38,32.9,21.8,"10,7",0.992,False,plastic_box,Flammable_Liquid-3,True,36.6,24.5,"17,95",air_cushion,6520,1053,2504,1,False,10.7,7674.254,7736.143145161291,False,True,9594.69,plastic_box
Laptop,Lenovo,Yoga Slim 7, 512GB Midnight,34.5,26.2,"2,4",1.643,True,kraft_envelope,Compressed_Gas-2,True,37.2,29.9,"21,24",stretch_film,6521,1015,4272,1,False,2.4,2169.3599999999997,1320.3651856360314,True,True,2669.4719999999998,kraft_envelope
Cosmetics,Lumine,Hyaluronic Acid Serum 30ml,,13.9,10.5,"10,0",0.215,False,glass_jar,Corrosive-8,True,15.6,14.7,"9,21",foam_protector,6522,1007,4590,1,False,10.0,1459.5000000000002,6788.372093023257,False,True,2293.2,glass_jar
Cosmetics,Lumine,Hyaluronic Acid Serum 30ml,,12.4,11.4,"9,9",0.584,False,poly_bag,Compressed_Gas-2,True,14.8,16.1,"9,2",bubble_wrap,6523,1103,3626,1,False,9.9,1399.4640000000002,2396.342465753425,False,True,2358.972,poly_bag
Toy,ToyLand,Wooden Block Set 60 pcs,,36.8,22.9,"20,4",0.532,False,kraft_envelope,Corrosive-8,True,40.3,24.4,"21,12",air_cushion,6524,1058,2249,2,False,20.4,17191.487999999998,32314.827067669168,False,True,20059.727999999996,kraft_envelope
Phone,Samsung,Galaxy S24, 512GB Midnight,15.2,6.8,"3,8",0.562,False,rigid_box,Compressed_Gas-2,True,19.1,10.3,"9,0",stretch_film,6525,1312,3963,2,False,3.8,392.768,698.8754448398576,False,True,747.5740000000001,rigid_box
Book,Classic,The Metamorphosis,,15.7,12.6,"2,8",0.741,False,glass_jar,Flammable_Liquid-3,False,0.0,0.0,,,6526,1039,4787,2,False,2.8,553.896,747.4979757085019,False,True,0.0,glass_jar
Textile,SoftWear,Basic T-Shirt M, Navy,30.4,21.1,"8,9",0.607,False,poly_bag,Aerosol-2,False,0.0,0.0,,,6527,1236,2643,3,False,8.9,5708.816000000001,9404.9686985173,False,True,0.0,poly_bag
Toy,ToyLand,Plush Bear 50cm,,25.0,20.2,"21,2",0.781,False,poly_bag,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6528,1442,3434,1,False,21.2,10706.0,13708.066581306017,False,True,0.0,poly_bag
Textile,SoftWear,Basic T-Shirt M, Red,18.7,23.6,"5,9",0.581,False,cardboard_box,Compressed_Gas-2,False,0.0,0.0,,,6529,1385,2161,1,False,5.9,2603.788,4481.562822719449,False,True,0.0,cardboard_box
Cosmetics,Lumine,Hyaluronic Acid Serum 30ml,,16.1,9.0,"10,1",0.388,False,kraft_envelope,Flammable_Liquid-3,False,0.0,0.0,,,6530,1093,4224,1,False,10.1,1463.49,3771.881443298969,False,True,0.0,kraft_envelope
Home Decor,HomeArt,Candle Set of 3,,27.7,20.1,"24,3",0.694,False,cardboard_box,Flammable_Liquid-3,True,29.5,23.5,"14,9",foam_protector,6531,1221,3022,3,False,24.3,13529.511,19494.972622478388,False,True,16845.975000000002,cardboard_box
Cosmetics,Lumine,Night Cream 50ml,,9.7,10.9,"7,6",0.549,False,cardboard_box,Corrosive-8,True,12.5,11.9,"8,3",corner_guard,6532,1203,4226,3,False,7.6,803.5479999999999,1463.6575591985425,False,True,1130.5,cardboard_box
Appliance,Philips,Handheld Vacuum,,43.6,26.8,"11,1",1.124,True,kraft_envelope,Aerosol-2,True,46.8,30.3,"27,06",corner_guard,6533,1137,4714,3,False,11.1,12970.128,11539.259786476869,True,True,15740.243999999999,kraft_envelope
Appliance,Philips,Handheld Vacuum,,30.3,29.5,"6,0",1.4,False,cardboard_box,,True,32.8,30.8,"20,23",air_cushion,6534,1299,4762,1,False,6.0,5363.1,3830.7857142857147,False,True,6061.44,cardboard_box
Book,Classic,Madonna in a Fur Coat,,21.1,14.2,"3,2",1.026,False,poly_bag,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,6535,1394,3396,2,False,3.2,958.7840000000001,934.4873294346979,False,True,0.0,poly_bag
