sku,width_mm,length_mm,height_mm,weight_g,fragile,packaging_type,hazmat_class,extra_pack,extra_pack_width_mm,extra_pack_length_mm,extra_pack_price_try,extra_pack_type
SKU-005001,108.0,107.0,105.0,389.0,False,cardboard_box,Compressed_Gas-2,True,130.0,121.0,6.86,foam_protector
SKU-005002,366.0,218.0,104.0,2053.0,False,poşet,Corrosive-8,True,409.0,243.0,20.5,air_cushion
SKU-005003,265.0,125.0,26.0,801.0,False,kutu,Corrosive-8,True,309.0,135.0,10.76,foam_protector
SKU-005004,200.0,198.0,162.0,789.0,False,zarf,UN3481-Lithium_Ion_Battery,True,238.0,232.0,12.78,air_cushion
SKU-005005,277.0,246.0,84.0,637.0,False,plastic_box,Compressed_Gas-2,True,308.0,276.0,17.25,stretch_film
SKU-005006,235.0,214.0,158.0,2047.0000000000002,False,metal_box,Compressed_Gas-2,False,,,,
SKU-005007,183.0,263.0,227.0,1375.0,False,plastic_box,Compressed_Gas-2,True,222.0,301.0,16.21,double_carton
SKU-005008,176.0,100.0,55.0,293.0,False,poşet,Compressed_Gas-2,True,203.0,125.0,8.31,stretch_film
SKU-005009,222.0,166.0,271.0,529.0,False,poşet,Flammable_Liquid-3,True,235.0,196.0,12.14,air_cushion
SKU-005010,215.0,168.0,37.0,878.0,False,poşet,UN3481-Lithium_Ion_Battery,True,232.0,214.0,12.08,double_carton
SKU-005011,269.0,169.0,21.0,739.0,False,cardboard_box,Flammable_Liquid-3,True,282.0,213.0,13.51,corner_guard
SKU-005012,109.0,105.0,168.0,1243.0,False,zarf,Flammable_Liquid-3,True,135.0,138.0,7.29,corner_guard
SKU-005013,231.0,165.0,13.0,927.0,False,poşet,Compressed_Gas-2,True,255.0,182.0,11.81,bubble_wrap
SKU-005014,339.0,244.0,64.0,1295.0,False,zarf,Flammable_Liquid-3,False,,,,
SKU-005015,156.0,74.0,56.0,633.0,True,cardboard_box,Aerosol-2,True,183.0,101.0,8.26,air_cushion
SKU-005016,192.0,230.0,75.0,594.0,False,kutu,Compressed_Gas-2,True,221.0,256.0,12.99,bubble_wrap
SKU-005017,376.0,230.0,36.0,1767.0,False,cardboard_box,Aerosol-2,True,409.0,240.0,19.22,bubble_wrap
SKU-005018,143.0,82.0,51.0,540.0,True,zarf,Aerosol-2,True,170.0,121.0,7.59,air_cushion
SKU-005019,334.0,216.0,51.0,597.0,True,plastic_box,UN3481-Lithium_Ion_Battery,True,361.0,242.0,18.43,stretch_film
SKU-005020,353.0,197.0,27.0,1523.0,False,poşet,,False,,,,
SKU-005021,293.0,202.0,123.0,1240.0,True,zarf,Aerosol-2,True,316.0,221.0,15.41,corner_guard
SKU-005022,256.0,174.0,27.0,890.0,False,zarf,Flammable_Liquid-3,True,283.0,197.0,13.39,foam_protector
SKU-005023,205.0,254.0,195.0,785.0,True,cardboard_box,Corrosive-8,True,234.0,276.0,14.19,double_carton
SKU-005024,267.0,210.0,239.0,1299.0,False,kavanoz,Flammable_Liquid-3,True,310.0,220.0,14.73,double_carton
SKU-005025,301.0,244.0,31.0,1693.0,True,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-005026,228.0,152.0,22.0,491.0,False,zarf,Flammable_Liquid-3,True,260.0,191.0,13.37,stretch_film
SKU-005027,126.0,202.0,115.0,1074.0,True,poşet,Aerosol-2,False,,,,
SKU-005028,254.0,196.0,139.0,614.0,False,metal_box,UN3481-Lithium_Ion_Battery,True,285.0,239.0,15.89,stretch_film
SKU-005029,238.0,180.0,19.0,573.0,False,kavanoz,Aerosol-2,False,,,,
SKU-005030,129.0,119.0,167.0,1268.0,False,plastic_box,Corrosive-8,True,151.0,162.0,9.47,bubble_wrap
SKU-005031,273.0,208.0,77.0,774.0,False,cardboard_box,Flammable_Liquid-3,True,286.0,250.0,15.33,double_carton
SKU-005032,353.0,262.0,42.0,1383.0,False,cardboard_box,Corrosive-8,False,,,,
SKU-005033,106.0,120.0,188.0,1012.0,False,metal_box,Flammable_Liquid-3,False,,,,
SKU-005034,222.0,175.0,68.0,756.0,False,kutu,Flammable_Liquid-3,True,271.0,205.0,12.83,double_carton
SKU-005035,261.0,259.0,30.0,544.0,False,kavanoz,Flammable_Liquid-3,True,298.0,296.0,17.73,air_cushion
SKU-005036,379.0,238.0,32.0,1958.0,True,metal_box,Compressed_Gas-2,False,,,,
SKU-005037,241.0,134.0,20.0,625.0,False,cardboard_box,Compressed_Gas-2,False,,,,
SKU-005038,315.0,139.0,44.0,592.0,False,poşet,Flammable_Liquid-3,False,,,,
SKU-005039,245.0,234.0,77.0,536.0,False,kutu,Corrosive-8,True,286.0,266.0,17.23,double_carton
SKU-005040,237.0,149.0,72.0,739.0,False,kavanoz,UN3481-Lithium_Ion_Battery,False,,,,
SKU-005041,146.0,125.0,80.0,393.0,False,kutu,Compressed_Gas-2,True,165.0,135.0,7.84,bubble_wrap
SKU-005042,122.0,131.0,89.0,388.0,False,metal_box,UN3481-Lithium_Ion_Battery,True,147.0,158.0,7.98,bubble_wrap
SKU-005043,289.0,194.0,110.0,1067.0,False,cardboard_box,Flammable_Liquid-3,False,,,,
SKU-005044,346.0,208.0,61.0,377.0,False,cardboard_box,Compressed_Gas-2,True,373.0,244.0,19.14,corner_guard
SKU-005045,303.0,228.0,116.0,1219.0,False,poşet,Corrosive-8,False,,,,
SKU-005046,313.0,269.0,42.0,1973.0,True,plastic_box,Compressed_Gas-2,True,355.0,313.0,22.4,bubble_wrap
SKU-005047,399.0,222.0,38.0,1459.0,True,kavanoz,Corrosive-8,True,429.0,234.0,21.31,stretch_film
SKU-005048,300.0,207.0,97.0,666.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-005049,144.0,91.0,67.0,574.0,False,zarf,Aerosol-2,True,174.0,128.0,8.58,air_cushion
SKU-005050,268.0,184.0,55.0,633.0,False,kavanoz,Flammable_Liquid-3,False,,,,
SKU-005051,318.0,211.0,124.0,1151.0,False,plastic_box,Aerosol-2,True,346.0,249.0,17.83,air_cushion
SKU-005052,117.0,125.0,167.0,1192.0,False,poşet,Compressed_Gas-2,False,,,,
SKU-005053,193.0,186.0,29.0,630.0,False,kutu,Aerosol-2,False,,,,
SKU-005054,268.0,251.0,55.0,609.0,True,kavanoz,Corrosive-8,True,298.0,275.0,16.79,corner_guard
SKU-005055,247.0,202.0,177.0,533.0,False,plastic_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-005056,106.0,121.0,162.0,1045.0,True,metal_box,Corrosive-8,True,140.0,151.0,7.67,double_carton
SKU-005057,273.0,197.0,129.0,1224.0,False,kavanoz,UN3481-Lithium_Ion_Battery,False,,,,
SKU-005058,263.0,229.0,49.0,696.0,False,plastic_box,Flammable_Liquid-3,True,299.0,260.0,16.16,stretch_film
SKU-005059,347.0,222.0,112.0,1338.0,False,kutu,Compressed_Gas-2,False,,,,
SKU-005060,343.0,187.0,132.0,1556.0,False,cardboard_box,Corrosive-8,True,381.0,222.0,17.19,corner_guard
SKU-005061,402.0,222.0,102.0,1932.0,False,poşet,Flammable_Liquid-3,False,,,,
SKU-005062,145.0,114.0,108.0,380.0,False,cardboard_box,Flammable_Liquid-3,True,189.0,135.0,9.23,foam_protector
SKU-005063,287.0,194.0,123.0,924.0,False,poşet,UN3481-Lithium_Ion_Battery,True,307.0,217.0,14.95,double_carton
SKU-005064,285.0,176.0,179.0,993.0,False,zarf,,False,,,,
SKU-005065,115.0,119.0,177.0,1150.0,True,cardboard_box,Compressed_Gas-2,True,157.0,155.0,9.06,double_carton
SKU-005066,265.0,151.0,49.0,240.0,True,metal_box,Aerosol-2,True,296.0,195.0,14.13,air_cushion
SKU-005067,103.0,120.0,85.0,338.0,False,kutu,Corrosive-8,True,150.0,153.0,8.68,stretch_film
SKU-005068,216.0,176.0,28.0,830.0,False,zarf,UN3481-Lithium_Ion_Battery,True,258.0,192.0,13.0,bubble_wrap
SKU-005069,254.0,174.0,34.0,865.0,False,kutu,Aerosol-2,True,292.0,211.0,14.94,air_cushion
SKU-005070,305.0,221.0,99.0,1092.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-005071,276.0,152.0,34.0,755.0,True,plastic_box,Aerosol-2,True,318.0,188.0,13.47,stretch_film
SKU-005072,88.0,112.0,98.0,247.0,False,kavanoz,Aerosol-2,True,124.0,148.0,7.25,foam_protector
SKU-005073,230.0,256.0,63.0,824.0,False,cardboard_box,Flammable_Liquid-3,False,,,,
SKU-005074,112.0,88.0,52.0,419.0,False,cardboard_box,Aerosol-2,False,,,,
SKU-005075,62.0,157.0,86.0,351.0,False,metal_box,Flammable_Liquid-3,False,,,,
SKU-005076,116.0,126.0,186.0,1839.0,False,metal_box,Corrosive-8,True,137.0,136.0,8.79,corner_guard
SKU-005077,275.0,158.0,33.0,944.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-005078,356.0,210.0,126.0,897.0,False,cardboard_box,Corrosive-8,True,379.0,247.0,19.11,air_cushion
SKU-005079,147.0,112.0,60.0,651.0,False,kutu,Aerosol-2,False,,,,
SKU-005080,216.0,190.0,131.0,1376.0,True,poşet,Aerosol-2,False,,,,
SKU-005081,294.0,253.0,279.0,1302.0,False,kavanoz,Compressed_Gas-2,True,329.0,288.0,19.51,foam_protector
SKU-005082,120.0,116.0,182.0,1423.0,True,metal_box,Corrosive-8,True,139.0,144.0,8.52,stretch_film
SKU-005083,162.0,68.0,52.0,623.0,False,cardboard_box,Aerosol-2,True,197.0,103.0,7.7,stretch_film
SKU-005084,282.0,161.0,38.0,508.0,False,cardboard_box,Aerosol-2,False,,,,
SKU-005085,240.0,146.0,182.0,833.0,False,plastic_box,Flammable_Liquid-3,False,,,,
SKU-005086,163.0,104.0,57.0,395.0,False,zarf,Flammable_Liquid-3,True,188.0,148.0,10.01,corner_guard
SKU-005087,157.0,92.0,64.0,423.0,False,kavanoz,Corrosive-8,False,,,,
SKU-005088,133.0,105.0,60.0,443.0,True,kavanoz,Flammable_Liquid-3,True,146.0,143.0,8.61,foam_protector
SKU-005089,314.0,257.0,109.0,909.0,False,poşet,,False,,,,
SKU-005090,275.0,193.0,227.0,641.0,False,cardboard_box,Corrosive-8,False,,,,
SKU-005091,122.0,76.0,56.0,248.0,False,cardboard_box,Flammable_Liquid-3,True,154.0,111.0,8.22,bubble_wrap
SKU-005092,110.0,136.0,141.0,500.0,False,kavanoz,Corrosive-8,False,,,,
SKU-005093,325.0,208.0,54.0,409.0,False,kutu,Corrosive-8,True,345.0,241.0,16.97,corner_guard
SKU-005094,378.0,238.0,22.0,1311.0,True,kavanoz,Corrosive-8,True,388.0,275.0,20.5,double_carton
SKU-005095,106.0,85.0,124.0,215.0,False,kutu,UN3481-Lithium_Ion_Battery,True,126.0,130.0,7.24,corner_guard
SKU-005096,201.0,78.0,36.0,336.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,234.0,116.0,9.31,stretch_film
SKU-005097,266.0,136.0,22.0,674.0,False,cardboard_box,Compressed_Gas-2,False,,,,
SKU-005098,213.0,200.0,74.0,763.0,False,kutu,Aerosol-2,True,230.0,230.0,12.43,stretch_film
SKU-005099,141.0,126.0,74.0,365.0,False,kutu,Compressed_Gas-2,False,,,,
SKU-005100,176.0,103.0,50.0,481.0,True,zarf,Aerosol-2,False,,,,
SKU-005101,296.0,216.0,119.0,1330.0,True,kutu,Corrosive-8,True,309.0,246.0,15.9,double_carton
SKU-005102,409.0,278.0,77.0,2100.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-005103,311.0,193.0,114.0,1618.0,False,poşet,Compressed_Gas-2,False,,,,
SKU-005104,147.0,89.0,78.0,351.0,False,poşet,UN3481-Lithium_Ion_Battery,True,193.0,119.0,9.38,double_carton
SKU-005105,264.0,201.0,64.0,444.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-005106,310.0,299.0,197.0,1143.0,False,poşet,Compressed_Gas-2,True,336.0,337.0,22.3,corner_guard
SKU-005107,373.0,297.0,107.0,2369.0,False,metal_box,Flammable_Liquid-3,True,402.0,331.0,24.46,bubble_wrap
SKU-005108,297.0,247.0,65.0,531.0,False,plastic_box,Aerosol-2,True,324.0,275.0,18.46,air_cushion
SKU-005109,317.0,216.0,131.0,979.0,False,cardboard_box,Corrosive-8,False,,,,
SKU-005110,352.0,217.0,177.0,391.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-005111,235.0,163.0,56.0,298.0,False,plastic_box,Flammable_Liquid-3,True,268.0,211.0,13.98,air_cushion
SKU-005112,280.0,229.0,57.0,501.0,False,poşet,Compressed_Gas-2,False,,,,
SKU-005113,209.0,232.0,191.0,507.0,False,zarf,Flammable_Liquid-3,True,234.0,248.0,14.48,air_cushion
SKU-005114,301.0,245.0,142.0,920.0,True,plastic_box,Flammable_Liquid-3,True,330.0,289.0,18.81,foam_protector
SKU-005115,248.0,260.0,278.0,704.0,False,poşet,Compressed_Gas-2,True,285.0,293.0,17.15,bubble_wrap
SKU-005116,332.0,214.0,139.0,1357.0,False,plastic_box,Aerosol-2,False,,,,
SKU-005117,145.0,86.0,44.0,552.0,False,kavanoz,Corrosive-8,True,187.0,109.0,7.56,air_cushion
SKU-005118,275.0,208.0,248.0,944.0,False,kavanoz,Corrosive-8,True,306.0,236.0,15.33,corner_guard
SKU-005119,223.0,165.0,20.0,721.0,False,poşet,Corrosive-8,False,,,,
SKU-005120,122.0,112.0,156.0,1547.0,True,poşet,Aerosol-2,False,,,,
SKU-005121,325.0,218.0,118.0,1257.0,True,cardboard_box,Flammable_Liquid-3,True,360.0,238.0,19.16,bubble_wrap
SKU-005122,402.0,287.0,63.0,2887.0,False,cardboard_box,Aerosol-2,True,422.0,322.0,26.3,bubble_wrap
SKU-005123,234.0,174.0,33.0,650.0,False,poşet,,False,,,,
SKU-005124,167.0,87.0,62.0,474.0,False,zarf,Compressed_Gas-2,True,186.0,126.0,8.93,foam_protector
SKU-005125,231.0,179.0,186.0,1220.0,False,cardboard_box,Corrosive-8,False,,,,
SKU-005126,406.0,275.0,29.0,2101.0,True,metal_box,Aerosol-2,False,,,,
SKU-005127,310.0,214.0,78.0,551.0,False,cardboard_box,Flammable_Liquid-3,True,328.0,244.0,16.86,foam_protector
SKU-005128,141.0,162.0,112.0,181.0,False,kutu,Aerosol-2,True,189.0,182.0,11.28,air_cushion
SKU-005129,180.0,164.0,28.0,553.0,True,metal_box,Corrosive-8,True,203.0,194.0,10.41,stretch_film
SKU-005130,405.0,248.0,211.0,522.0,True,poşet,UN3481-Lithium_Ion_Battery,True,436.0,277.0,24.07,bubble_wrap
SKU-005131,209.0,280.0,216.0,693.0,False,cardboard_box,Aerosol-2,False,,,,
SKU-005132,233.0,202.0,241.0,1268.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-005133,332.0,229.0,82.0,361.0,False,zarf,Aerosol-2,False,,,,
SKU-005134,287.0,246.0,50.0,571.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-005135,375.0,225.0,220.0,787.0,False,zarf,Flammable_Liquid-3,True,403.0,264.0,21.59,corner_guard
SKU-005136,292.0,223.0,19.0,1222.0,True,metal_box,UN3481-Lithium_Ion_Battery,True,331.0,236.0,16.31,stretch_film
SKU-005137,254.0,226.0,276.0,1087.0,False,cardboard_box,Compressed_Gas-2,True,301.0,244.0,15.53,double_carton
SKU-005138,300.0,211.0,108.0,1503.0,False,poşet,Compressed_Gas-2,True,320.0,244.0,18.11,double_carton
SKU-005139,123.0,130.0,100.0,428.0,False,metal_box,Corrosive-8,True,155.0,153.0,8.3,corner_guard
SKU-005140,124.0,117.0,194.0,1860.0,True,zarf,Compressed_Gas-2,True,161.0,149.0,8.76,bubble_wrap
SKU-005141,120.0,131.0,154.0,1539.0,False,zarf,Compressed_Gas-2,False,,,,
SKU-005142,104.0,129.0,174.0,1330.0,False,kutu,Corrosive-8,True,114.0,172.0,8.98,double_carton
SKU-005143,346.0,223.0,142.0,1220.0,False,poşet,Flammable_Liquid-3,False,,,,
SKU-005144,109.0,125.0,161.0,1459.0,False,metal_box,Aerosol-2,False,,,,
SKU-005145,389.0,230.0,80.0,2654.0,True,kavanoz,Corrosive-8,True,399.0,275.0,20.96,corner_guard
SKU-005146,118.0,103.0,166.0,1567.0,True,kutu,Flammable_Liquid-3,True,131.0,118.0,7.97,corner_guard
SKU-005147,215.0,156.0,61.0,577.0,False,kutu,Corrosive-8,False,,,,
SKU-005148,298.0,155.0,30.0,921.0,False,kutu,UN3481-Lithium_Ion_Battery,True,341.0,186.0,14.7,corner_guard
SKU-005149,279.0,255.0,156.0,1457.0,False,zarf,Aerosol-2,False,,,,
SKU-005150,123.0,111.0,71.0,260.0,False,zarf,UN3481-Lithium_Ion_Battery,False,,,,
SKU-005151,246.0,137.0,202.0,1310.0,False,kutu,UN3481-Lithium_Ion_Battery,True,282.0,165.0,11.48,stretch_film
SKU-005152,253.0,183.0,20.0,393.0,False,kutu,Corrosive-8,True,291.0,223.0,14.89,stretch_film
SKU-005153,281.0,207.0,113.0,479.0,False,plastic_box,Aerosol-2,True,294.0,241.0,15.27,corner_guard
SKU-005154,285.0,229.0,135.0,1430.0,False,zarf,UN3481-Lithium_Ion_Battery,True,305.0,272.0,17.24,foam_protector
SKU-005155,161.0,113.0,45.0,444.0,False,plastic_box,Aerosol-2,False,,,,
SKU-005156,277.0,226.0,90.0,492.0,False,cardboard_box,Flammable_Liquid-3,True,309.0,254.0,16.98,stretch_film
SKU-005157,318.0,228.0,27.0,1475.0,False,kutu,UN3481-Lithium_Ion_Battery,True,338.0,261.0,18.31,foam_protector
SKU-005158,363.0,216.0,27.0,1675.0,True,kavanoz,Aerosol-2,True,389.0,236.0,18.27,stretch_film
SKU-005159,253.0,217.0,174.0,1229.0,False,kutu,Compressed_Gas-2,True,271.0,250.0,16.32,foam_protector
SKU-005160,256.0,199.0,58.0,341.0,False,kavanoz,Corrosive-8,False,,,,
SKU-005161,150.0,98.0,59.0,251.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,True,192.0,137.0,8.45,foam_protector
SKU-005162,111.0,115.0,213.0,1006.9999999999999,True,poşet,Flammable_Liquid-3,False,,,,
SKU-005163,103.0,118.0,187.0,1498.0,True,metal_box,Aerosol-2,True,121.0,128.0,7.65,double_carton
SKU-005164,292.0,228.0,42.0,640.0,False,zarf,Aerosol-2,True,326.0,253.0,17.41,double_carton
SKU-005165,114.0,103.0,168.0,1402.0,True,kavanoz,Aerosol-2,True,143.0,150.0,8.72,bubble_wrap
SKU-005166,127.0,136.0,114.0,263.0,False,metal_box,Flammable_Liquid-3,True,149.0,179.0,8.5,stretch_film
SKU-005167,169.0,52.0,50.0,644.0,True,zarf,Flammable_Liquid-3,True,183.0,88.0,6.92,corner_guard
SKU-005168,347.0,222.0,49.0,364.0,True,zarf,Compressed_Gas-2,True,391.0,257.0,19.57,double_carton
SKU-005169,294.0,205.0,82.0,549.0,False,cardboard_box,Compressed_Gas-2,False,,,,
SKU-005170,216.0,168.0,215.0,1248.0,False,kutu,Corrosive-8,True,244.0,192.0,12.63,double_carton
SKU-005171,239.0,210.0,20.0,613.0,False,metal_box,UN3481-Lithium_Ion_Battery,True,272.0,247.0,14.58,corner_guard
SKU-005172,383.0,241.0,40.0,1808.0,False,metal_box,Corrosive-8,False,,,,
SKU-005173,324.0,211.0,53.0,412.0,False,zarf,UN3481-Lithium_Ion_Battery,True,358.0,253.0,19.05,air_cushion
SKU-005174,124.0,101.0,112.0,232.0,True,zarf,Corrosive-8,True,164.0,135.0,8.89,air_cushion
SKU-005175,213.0,241.0,165.0,859.0,False,poşet,Corrosive-8,False,,,,
SKU-005176,301.0,225.0,92.0,769.0,False,zarf,UN3481-Lithium_Ion_Battery,False,,,,
SKU-005177,249.0,186.0,30.0,848.0,False,cardboard_box,Compressed_Gas-2,False,,,,
SKU-005178,334.0,233.0,65.0,541.0,False,zarf,Aerosol-2,True,351.0,274.0,19.54,air_cushion
SKU-005179,296.0,223.0,129.0,1006.9999999999999,False,zarf,Corrosive-8,True,324.0,255.0,16.89,corner_guard
SKU-005180,276.0,151.0,32.0,1145.0,True,kavanoz,Aerosol-2,False,,,,
SKU-005181,324.0,276.0,179.0,1114.0,False,zarf,Flammable_Liquid-3,True,358.0,327.0,23.46,air_cushion
SKU-005182,289.0,201.0,79.0,456.0,False,zarf,Corrosive-8,False,,,,
SKU-005183,193.0,175.0,34.0,950.0,False,kavanoz,Aerosol-2,False,,,,
SKU-005184,434.0,252.0,31.0,1543.0,False,cardboard_box,Compressed_Gas-2,True,451.0,269.0,22.7,foam_protector
SKU-005185,134.0,81.0,71.0,590.0,True,poşet,Corrosive-8,True,144.0,130.0,8.8,double_carton
SKU-005186,267.0,236.0,74.0,376.0,False,plastic_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-005187,136.0,120.0,85.0,455.0,False,metal_box,Flammable_Liquid-3,False,,,,
SKU-005188,111.0,109.0,175.0,1607.0,True,plastic_box,Flammable_Liquid-3,False,,,,
SKU-005189,253.0,285.0,54.0,368.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-005190,110.0,103.0,72.0,353.0,False,cardboard_box,Corrosive-8,True,140.0,134.0,8.14,foam_protector
SKU-005191,269.0,227.0,78.0,252.0,False,plastic_box,Compressed_Gas-2,True,289.0,261.0,16.56,corner_guard
SKU-005192,320.0,174.0,26.0,1478.0,False,plastic_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-005193,327.0,184.0,128.0,1468.0,False,zarf,Aerosol-2,True,351.0,222.0,16.25,air_cushion
SKU-005194,115.0,137.0,63.0,474.0,False,metal_box,,False,,,,
SKU-005195,288.0,254.0,106.0,1905.0,False,metal_box,Compressed_Gas-2,True,307.0,281.0,17.84,corner_guard
SKU-005196,165.0,84.0,55.0,436.0,False,cardboard_box,Compressed_Gas-2,False,,,,
SKU-005197,380.0,262.0,67.0,2100.0,False,cardboard_box,Compressed_Gas-2,True,422.0,288.0,22.73,corner_guard
SKU-005198,144.0,111.0,65.0,558.0,False,cardboard_box,,False,,,,
SKU-005199,259.0,278.0,241.0,540.0,True,plastic_box,Aerosol-2,True,291.0,304.0,18.9,stretch_film
SKU-005200,373.0,268.0,68.0,1542.0,False,kavanoz,Aerosol-2,True,398.0,299.0,22.86,corner_guard
SKU-005201,296.0,203.0,102.0,1041.0,False,kavanoz,Corrosive-8,False,,,,
SKU-005202,326.0,283.0,98.0,1640.0,False,zarf,Corrosive-8,False,,,,
SKU-005203,100.0,114.0,176.0,1523.0,True,zarf,UN3481-Lithium_Ion_Battery,False,,,,
SKU-005204,382.0,218.0,19.0,1243.0,False,kutu,Corrosive-8,True,427.0,236.0,19.62,double_carton
SKU-005205,363.0,227.0,73.0,2469.0,True,plastic_box,Flammable_Liquid-3,False,,,,
SKU-005206,117.0,116.0,156.0,1359.0,True,metal_box,Aerosol-2,True,153.0,154.0,8.03,air_cushion
SKU-005207,309.0,222.0,123.0,1196.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,336.0,242.0,19.01,foam_protector
SKU-005208,279.0,274.0,64.0,385.0,False,zarf,Compressed_Gas-2,False,,,,
SKU-005209,255.0,260.0,56.0,363.0,False,cardboard_box,Flammable_Liquid-3,True,276.0,300.0,16.92,air_cushion
SKU-005210,259.0,140.0,24.0,388.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,True,298.0,174.0,12.9,stretch_film
SKU-005211,277.0,153.0,28.0,679.0,False,cardboard_box,Corrosive-8,True,300.0,179.0,13.57,foam_protector
SKU-005212,110.0,128.0,178.0,967.0,True,kutu,Aerosol-2,True,137.0,155.0,8.34,stretch_film
SKU-005213,312.0,217.0,121.0,1214.0,False,kutu,Compressed_Gas-2,False,,,,
SKU-005214,345.0,254.0,81.0,1039.0,False,cardboard_box,Compressed_Gas-2,False,,,,
SKU-005215,119.0,120.0,176.0,1115.0,False,zarf,Aerosol-2,False,,,,
SKU-005216,234.0,164.0,33.0,775.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,271.0,201.0,13.18,bubble_wrap
SKU-005217,187.0,88.0,54.0,383.0,False,zarf,Flammable_Liquid-3,True,221.0,120.0,8.51,air_cushion
SKU-005218,302.0,199.0,162.0,970.0,True,metal_box,Compressed_Gas-2,False,,,,
SKU-005219,265.0,221.0,150.0,597.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-005220,252.0,210.0,202.0,1265.0,False,kavanoz,Aerosol-2,False,,,,
SKU-005221,121.0,120.0,184.0,1486.0,False,kavanoz,Aerosol-2,True,147.0,137.0,8.49,stretch_film
SKU-005222,242.0,288.0,167.0,511.0,False,poşet,Flammable_Liquid-3,False,,,,
SKU-005223,322.0,212.0,84.0,312.0,False,kavanoz,UN3481-Lithium_Ion_Battery,True,347.0,233.0,17.63,double_carton
SKU-005224,237.0,202.0,153.0,1024.0,False,poşet,Corrosive-8,False,,,,
SKU-005225,262.0,168.0,133.0,578.0,True,plastic_box,Compressed_Gas-2,True,296.0,205.0,13.7,double_carton
SKU-005226,404.0,254.0,109.0,2943.0,False,zarf,Compressed_Gas-2,False,,,,
SKU-005227,260.0,302.0,236.0,202.0,False,cardboard_box,Compressed_Gas-2,True,296.0,333.0,19.29,stretch_film
SKU-005228,133.0,145.0,70.0,328.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-005229,255.0,150.0,31.0,749.0,False,kavanoz,Aerosol-2,True,278.0,179.0,12.46,double_carton
SKU-005230,398.0,254.0,33.0,1409.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,424.0,286.0,24.34,double_carton
SKU-005231,401.0,316.0,92.0,1269.0,True,kutu,Compressed_Gas-2,True,427.0,344.0,27.09,stretch_film
SKU-005232,143.0,87.0,42.0,670.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-005233,181.0,260.0,201.0,1357.0,False,poşet,Compressed_Gas-2,False,,,,
SKU-005234,128.0,133.0,194.0,1431.0,True,kutu,Corrosive-8,True,160.0,165.0,8.74,foam_protector
SKU-005235,233.0,314.0,170.0,1342.0,False,cardboard_box,Compressed_Gas-2,False,,,,
SKU-005236,328.0,229.0,190.0,2204.0,False,zarf,Compressed_Gas-2,False,,,,
SKU-005237,114.0,139.0,112.0,434.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-005238,364.0,191.0,25.0,1632.0,False,zarf,UN3481-Lithium_Ion_Battery,True,385.0,225.0,19.99,double_carton
SKU-005239,208.0,92.0,38.0,429.0,False,plastic_box,Aerosol-2,False,,,,
SKU-005240,353.0,247.0,35.0,1773.0,True,plastic_box,,True,372.0,275.0,20.58,bubble_wrap
SKU-005241,269.0,228.0,90.0,712.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-005242,225.0,284.0,246.0,1175.0,False,zarf,UN3481-Lithium_Ion_Battery,True,256.0,317.0,16.67,stretch_film
SKU-005243,111.0,94.0,182.0,1451.0,True,poşet,,False,,,,
SKU-005244,129.0,116.0,124.0,293.0,False,plastic_box,Flammable_Liquid-3,False,,,,
SKU-005245,255.0,235.0,67.0,688.0,False,poşet,Corrosive-8,True,292.0,263.0,16.2,foam_protector
SKU-005246,343.0,175.0,191.0,1536.0,True,metal_box,Aerosol-2,False,,,,
SKU-005247,319.0,246.0,33.0,1698.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-005248,162.0,138.0,65.0,194.0,False,poşet,Aerosol-2,True,205.0,181.0,11.04,foam_protector
SKU-005249,189.0,172.0,23.0,527.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-005250,290.0,173.0,54.0,527.0,False,zarf,Aerosol-2,False,,,,
